"COU","Country","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,70.2,,
"DEU","Germany","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,58.3,,
"DEU","Germany","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.3,,
"DEU","Germany","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.3,,
"DEU","Germany","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,6.6,,
"DEU","Germany","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.3,,
"DEU","Germany","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,7.3,,
"DEU","Germany","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.2,,
"DEU","Germany","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.6,,
"DEU","Germany","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.6,,
"DEU","Germany","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.4,,
"DEU","Germany","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.8,,
"DEU","Germany","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.7,,
"DEU","Germany","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.2,,
"DEU","Germany","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,16.8,,
"DEU","Germany","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,21.4,,
"DEU","Germany","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,32.7,,
"DEU","Germany","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.6,,
"DEU","Germany","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,78.7,,
"DEU","Germany","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,83.6,,
"DEU","Germany","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,18.3,,
"DEU","Germany","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,21.3,,
"DEU","Germany","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,36.5,,
"DEU","Germany","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,63.1,,
"DEU","Germany","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,63.2,,
"DEU","Germany","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,20.1,,
"DEU","Germany","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,23.1,,
"DEU","Germany","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,52103.8,,
"DEU","Germany","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,59512.8,,
"DEU","Germany","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,10.3,,
"GRC","Greece","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,62,,
"GRC","Greece","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,62,,
"GRC","Greece","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,66,,
"GRC","Greece","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,66,,
"GRC","Greece","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,84.7,,
"GRC","Greece","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,72.6,,
"GRC","Greece","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,66.5,,
"GRC","Greece","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,84.7,,
"GRC","Greece","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,72.6,,
"GRC","Greece","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,66.5,,
"GRC","Greece","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,84.7,,
"GRC","Greece","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,72.6,,
"GRC","Greece","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,66.5,,
"GRC","Greece","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,94.1,,
"GRC","Greece","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,83.6,,
"GRC","Greece","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,77.5,,
"GRC","Greece","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,94.1,,
"GRC","Greece","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,83.6,,
"GRC","Greece","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,77.5,,
"GRC","Greece","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,94.1,,
"GRC","Greece","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,83.6,,
"GRC","Greece","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,77.5,,
"GRC","Greece","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.6,,
"GRC","Greece","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.4,,
"GRC","Greece","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.2,,
"GRC","Greece","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,17.1,,
"GRC","Greece","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.4,,
"GRC","Greece","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.6,,
"GRC","Greece","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,17.3,,
"GRC","Greece","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.4,,
"GRC","Greece","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.3,,
"GRC","Greece","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,18.9,,
"GRC","Greece","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.8,,
"GRC","Greece","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.6,,
"GRC","Greece","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,11.3,,
"GRC","Greece","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,13.8,,
"GRC","Greece","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,18.4,,
"GRC","Greece","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.3,,
"GRC","Greece","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,79.5,,
"GRC","Greece","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,84.5,,
"GRC","Greece","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,19.2,,
"GRC","Greece","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,21.9,,
"GRC","Greece","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,55.1,,
"GRC","Greece","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,34.6,,
"GRC","Greece","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,12.9,,
"GRC","Greece","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,37.8,,
"GRC","Greece","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,60.9,,
"GRC","Greece","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,58.1,,
"GRC","Greece","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,23,,
"GRC","Greece","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,28.4,,
"GRC","Greece","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,21139.2,,
"GRC","Greece","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,24145.1,,
"GRC","Greece","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,13.4,,
"HUN","Hungary","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,64.5,,
"HUN","Hungary","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,62,,
"HUN","Hungary","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"HUN","Hungary","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,62,,
"HUN","Hungary","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.5,,
"HUN","Hungary","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,62.5,,
"HUN","Hungary","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.5,,
"HUN","Hungary","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,58.1,,
"HUN","Hungary","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,58.1,,
"HUN","Hungary","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,58.1,,
"HUN","Hungary","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.5,,
"HUN","Hungary","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,62.5,,
"HUN","Hungary","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,62.5,,
"HUN","Hungary","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,94,,
"HUN","Hungary","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,94,,
"HUN","Hungary","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,94,,
"HUN","Hungary","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,87.4,,
"HUN","Hungary","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,87.4,,
"HUN","Hungary","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,87.4,,
"HUN","Hungary","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,94,,
"HUN","Hungary","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,94,,
"HUN","Hungary","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,94,,
"HUN","Hungary","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.4,,
"HUN","Hungary","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.4,,
"HUN","Hungary","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.4,,
"HUN","Hungary","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.5,,
"HUN","Hungary","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.5,,
"HUN","Hungary","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.5,,
"HUN","Hungary","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.6,,
"HUN","Hungary","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.6,,
"HUN","Hungary","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.6,,
"HUN","Hungary","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,17.3,,
"HUN","Hungary","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,17.3,,
"HUN","Hungary","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,17.3,,
"HUN","Hungary","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,33.5,,
"HUN","Hungary","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,0,,
"HUN","Hungary","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,0,,
"HUN","Hungary","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.5,,
"HUN","Hungary","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,73,,
"HUN","Hungary","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,80.1,,
"HUN","Hungary","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,14.9,,
"HUN","Hungary","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,19,,
"HUN","Hungary","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,75.2,,
"HUN","Hungary","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,45.6,,
"HUN","Hungary","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,9.9,,
"HUN","Hungary","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,33.4,,
"HUN","Hungary","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,62.1,,
"HUN","Hungary","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,59.7,,
"HUN","Hungary","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,17.1,,
"HUN","Hungary","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,23.5,,
"HUN","Hungary","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,5011589.8,,
"HUN","Hungary","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,16271.6,,
"HUN","Hungary","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,9,,
"ISL","Iceland","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,67,,
"ISL","Iceland","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,67,,
"ISL","Iceland","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,67,,
"ISL","Iceland","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,67,,
"ISL","Iceland","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,72.9,,
"ISL","Iceland","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,51.8,,
"ISL","Iceland","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,51.8,,
"ISL","Iceland","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,72.9,,
"ISL","Iceland","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,51.8,,
"ISL","Iceland","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,51.8,,
"ISL","Iceland","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,72.9,,
"ISL","Iceland","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,51.8,,
"ISL","Iceland","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,51.8,,
"ISL","Iceland","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,81.3,,
"ISL","Iceland","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,59.7,,
"ISL","Iceland","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,59.9,,
"ISL","Iceland","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,81.3,,
"ISL","Iceland","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,59.7,,
"ISL","Iceland","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,59.9,,
"ISL","Iceland","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,81.3,,
"ISL","Iceland","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,59.7,,
"ISL","Iceland","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,59.9,,
"ISL","Iceland","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.5,,
"ISL","Iceland","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.2,,
"ISL","Iceland","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.2,,
"ISL","Iceland","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.6,,
"ISL","Iceland","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.9,,
"ISL","Iceland","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.9,,
"ISL","Iceland","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.1,,
"ISL","Iceland","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.6,,
"ISL","Iceland","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,10.7,,
"ISL","Iceland","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,16.2,,
"ISL","Iceland","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.4,,
"ISL","Iceland","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.4,,
"ISL","Iceland","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,10.3,,
"ISL","Iceland","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,21.7,,
"ISL","Iceland","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,29.2,,
"ISL","Iceland","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.8,,
"ISL","Iceland","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,81.2,,
"ISL","Iceland","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,84.3,,
"ISL","Iceland","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,19.4,,
"ISL","Iceland","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,21.4,,
"ISL","Iceland","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,78.8,,
"ISL","Iceland","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,74.7,,
"ISL","Iceland","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,44.9,,
"ISL","Iceland","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,26.6,,
"ISL","Iceland","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,66,,
"ISL","Iceland","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,63.5,,
"ISL","Iceland","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,19,,
"ISL","Iceland","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,23,,
"ISL","Iceland","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,9247101.4,,
"ISL","Iceland","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,68283.7,,
"IRL","Ireland","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,66,,
"IRL","Ireland","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,66,,
"IRL","Ireland","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,66,,
"IRL","Ireland","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,66,,
"IRL","Ireland","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,59.4,,
"IRL","Ireland","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,29.7,,
"IRL","Ireland","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,14.9,,
"IRL","Ireland","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,59.4,,
"IRL","Ireland","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,29.7,,
"IRL","Ireland","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,14.9,,
"IRL","Ireland","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,89.9,,
"IRL","Ireland","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,60.2,,
"IRL","Ireland","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,45.3,,
"IRL","Ireland","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,67.5,,
"IRL","Ireland","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,39.9,,
"IRL","Ireland","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,24,,
"IRL","Ireland","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,67.5,,
"IRL","Ireland","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,39.9,,
"IRL","Ireland","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,24,,
"IRL","Ireland","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,100.3,,
"IRL","Ireland","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,73,,
"IRL","Ireland","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,61.5,,
"IRL","Ireland","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.5,,
"IRL","Ireland","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,6.3,,
"IRL","Ireland","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,3.1,,
"IRL","Ireland","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.5,,
"IRL","Ireland","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,3.4,,
"IRL","Ireland","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,6.8,,
"IRL","Ireland","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.2,,
"IRL","Ireland","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.4,,
