Omega,alpha,delta,np,nu,gamma,psi_scalar,gy,by,tauc,kappa
1.65,0.5947824388876625,0.0428656339645385,0.01607432716358179,0.3853043976533722,0.17705552776388195,1.0317408704352176,0.16826244377684385,0.27733821910955475,0.19,0.3610016008004002
1.65,0.5644504127352162,0.0428656339645385,0.017447873936968485,0.366246214016099,0.19207503751875937,0.9864682341170585,0.1625754208103187,0.28858514257128565,0.19,0.397143871935968
1.65,0.5451635051632356,0.0428656339645385,0.018119849924962482,0.3765528218654782,0.18685242621310655,0.9612056028014007,0.15989415172399904,0.2813095047523762,0.19,0.4012817408704352
1.65,0.5347351190923392,0.0428656339645385,0.01608999499749875,0.38902924189367416,0.18969784892446223,0.9569534767383692,0.15868160328368888,0.29346588294147075,0.19,0.3399826913456729
1.65,0.5530688946040766,0.0428656339645385,0.017597588794397198,0.37561256992132436,0.19511855927963984,0.9992746373186593,0.18294965023693882,0.33184487243621813,0.19,0.4002198099049525
1.65,0.5521718291356124,0.0428656339645385,0.015912426213106554,0.39557484196643783,0.16796098049024513,0.9506503251625813,0.1721050268623338,0.3262668834417209,0.19,0.38996668334167084
1.65,0.5241945998378847,0.0428656339645385,0.018001470735367685,0.35908583382600395,0.1675647823911956,0.9620060030015007,0.17111449433362974,0.3262062531265633,0.19,0.36887453726863434
1.65,0.5322121224622837,0.0428656339645385,0.016542621310655328,0.35210627131747696,0.1929214607303652,0.954352176088044,0.1867239207342423,0.32878304152076043,0.19,0.38842871435717863
1.65,0.6119388159720405,0.0428656339645385,0.016915167583791895,0.35782011005502756,0.17660530265132568,1.0095297648824413,0.17505954630139942,0.33272401200600304,0.19,0.3572665332666333
1.65,0.5919230427069327,0.0428656339645385,0.018281750875437718,0.3325779617081268,0.1802791395697849,0.9763131565782891,0.17101202545135,0.30037773886943475,0.19,0.39805932966483243
1.65,0.5091126866493302,0.0428656339645385,0.01890846423211606,0.35076822047387335,0.1834487243621811,0.9965732866433217,0.170380134010625,0.2768228614307154,0.19,0.3395798899449725
1.65,0.5953991713972315,0.0428656339645385,0.01687686843421711,0.39376666515075726,0.19086843421710856,1.0340920460230114,0.16190937307550043,0.27564057028514255,0.19,0.3508583291645823
1.65,0.5129252148903031,0.0428656339645385,0.018316568284142073,0.3286361362499432,0.19796398199099552,0.9635067533766883,0.17593053180077717,0.31241285642821415,0.19,0.329839419709855
1.65,0.5220080027585032,0.0428656339645385,0.01566870435217609,0.32849148210468876,0.17952276138069034,0.9846673336668335,0.17145605727456217,0.30468249124562286,0.19,0.3629423711855928
1.65,0.6133965473582949,0.0428656339645385,0.0191104052026013,0.3397383418982219,0.18560980490245124,1.0431465732866434,0.16604228466078297,0.28740285142571287,0.19,0.40120850425212606
1.65,0.5771214624772733,0.0428656339645385,0.01795272636318159,0.378903451725863,0.16950975487743872,0.9923211605802902,0.1548390201981989,0.32666098049024517,0.19,0.36224662331165586
1.65,0.5748787988061127,0.0428656339645385,0.01727726863431716,0.3858468506980764,0.17927063531765883,0.9997248624312156,0.15897193178348146,0.32863146573286645,0.19,0.33950665332666335
1.65,0.5372020491306158,0.0428656339645385,0.017848274137068534,0.3459946336804766,0.1904902451225613,1.0226863431715858,0.15760568001975167,0.3296924962481241,0.19,0.39014977488744373
1.65,0.5290723933226589,0.0428656339645385,0.015910685342671337,0.34943016963026974,0.18849124562281142,1.0235867933966984,0.18462330864750778,0.287524112056028,0.19,0.33760250125062535
1.65,0.5706738044226867,0.0428656339645385,0.015969874937468733,0.3850512528991769,0.17240920460230116,0.9783641820910455,0.1684673815414033,0.3256605802901451,0.19,0.3719504752376188
1.65,0.5255962646323601,0.0428656339645385,0.01566522261130565,0.37789087270908184,0.18741070535267634,0.9647073536768384,0.1802342248565259,0.3001655327663832,0.19,0.3332083041520761
1.65,0.6154149446623394,0.0428656339645385,0.017475727863931968,0.35080438401018693,0.19146273136568284,0.975712856428214,0.1806099440915516,0.3282979989994998,0.19,0.34232626313156583
1.65,0.6107053509529022,0.0428656339645385,0.017759489744872438,0.3582540724907909,0.18058529264632317,0.9648074037018509,0.16493220510275255,0.31550500250125063,0.19,0.38527953976988494
1.65,0.5451074385714567,0.0428656339645385,0.017846533266633317,0.34700721269725776,0.1883471735867934,1.0297398699349676,0.169474992217154,0.31447428714357184,0.19,0.37656438219109556
1.65,0.6127798148487257,0.0428656339645385,0.01641205602801401,0.3802415025694666,0.19283141570785395,0.9758629314657329,0.16307068707467073,0.3051978489244622,0.19,0.4015014507253627
1.65,0.5828402548387326,0.0428656339645385,0.017379979989995,0.3913075446814317,0.1866543271635818,0.9513006503251625,0.1754181873893785,0.32375072536268135,0.19,0.3961551775887944
1.65,0.5614228167791495,0.0428656339645385,0.01820167083541771,0.3938751557596981,0.18469134567283643,0.969959979989995,0.16218262342824638,0.28421975987993997,0.19,0.34609794897448726
1.65,0.5506580311575789,0.0428656339645385,0.01631456728364182,0.3885591159215972,0.16567383691845924,1.0400950475237618,0.18172002364958204,0.28400755377688847,0.19,0.38048254127063535
1.65,0.6017346962682601,0.0428656339645385,0.017185002501250626,0.39626194915639645,0.18733866933466733,0.9601050525262631,0.1718488546566345,0.2951029014507254,0.19,0.3596101050525263
1.65,0.5962401702739168,0.0428656339645385,0.01723374687343672,0.3812179180499341,0.19589294647323663,1.0476988494247124,0.16067974648814365,0.3271460230115058,0.19,0.3744405202601301
1.65,0.5368656495799418,0.0428656339645385,0.01900943471735868,0.3687776615580518,0.19609104552276138,1.0117808904452226,0.17652826694740892,0.2832799899949975,0.19,0.36374797398699354
1.65,0.5999405653313317,0.0428656339645385,0.015759229614807403,0.3441141297921688,0.18888744372186095,1.0389944972486242,0.15876699401892197,0.3084112556278139,0.19,0.34715987993997
1.65,0.5391643798428812,0.0428656339645385,0.017369534767383694,0.3601707399154123,0.1880590295147574,1.0461980990495248,0.17693814247652787,0.3038942971485743,0.19,0.3726462231115558
1.65,0.5680947412008521,0.0428656339645385,0.016368534267133566,0.3498279685297194,0.1642871435717859,0.9595547773886943,0.16580319060213028,0.29864977488744376,0.19,0.34144742371185594
1.65,0.516905942906613,0.0428656339645385,0.016091735867933967,0.3905119468825322,0.1962351175587794,1.0447473736868436,0.18108813220885703,0.3313295147573787,0.19,0.35873126563281643
1.65,0.5111310839533746,0.0428656339645385,0.018530695347673837,0.3970937104916095,0.18651025512756378,0.9584042021010505,0.15822049331343008,0.27912681340670337,0.19,0.3761249624812406
1.65,0.5938293068274192,0.0428656339645385,0.018866683341670836,0.3435716767474647,0.19787393696848427,1.004927463731866,0.18197619585528135,0.3048340670335168,0.19,0.3793107553776889
1.65,0.5476865017932913,0.0428656339645385,0.018931095547773887,0.32671946882532177,0.18139569784892448,0.9956728364182091,0.18465746494160104,0.31371640820410207,0.19,0.3683984992496248
1.65,0.5331091879307478,0.0428656339645385,0.01872741370685343,0.36733112010550734,0.17145472736368184,1.0052776388194098,0.16061143389995716,0.2946481740870435,0.19,0.35437368684342174
1.65,0.5555918912341321,0.0428656339645385,0.01686990495247624,0.34382482150165994,0.18928364182091045,0.9721610805402701,0.1840768079420159,0.3093207103551776,0.19,0.3806656328164082
1.65,0.5343426529498861,0.0428656339645385,0.015816678339169585,0.3863169766701533,0.17424612306153078,0.9736618309154577,0.17418856080202172,0.3125644322161081,0.19,0.36155087543771885
1.65,0.5649550120612273,0.0428656339645385,0.016835087543771887,0.37944590477056717,0.18431315657828914,0.986368184092046,0.17454720189000078,0.30055962981490747,0.19,0.3947270635317659
1.65,0.5336698538485379,0.0428656339645385,0.01627974987493747,0.34754966574196194,0.17628114057028516,1.0364932466233117,0.18752659364543353,0.28349219609804904,0.19,0.3444867433716859
1.65,0.5696646057706645,0.0428656339645385,0.017783861930965483,0.38978867615626,0.1779559779889945,1.0240370185092547,0.1561369593737422,0.27803546773386695,0.19,0.38333876938469236
1.65,0.5083838209562029,0.0428656339645385,0.018800530265132568,0.34288456955750607,0.1915167583791896,1.032391195597799,0.16979947701103984,0.28033941970985493,0.19,0.36960690345172587
1.65,0.5964083700492538,0.0428656339645385,0.01710144072036018,0.37275565055254906,0.16997798899449726,1.0431965982991496,0.16593981577850325,0.30004427213606805,0.19,0.33386743371685845
1.65,0.5514429634424852,0.0428656339645385,0.0177264132066033,0.36830753558597484,0.18618609304652328,1.0036768384192096,0.1841792768242956,0.3078352676338169,0.19,0.3839978989494748
1.65,0.5265493966926033,0.0428656339645385,0.017289454727363682,0.39716603756423674,0.17727163581790897,1.0492996498249125,0.18761198438066665,0.3046218609304653,0.19,0.37000970485242624
1.65,0.550321631606905,0.0428656339645385,0.019122591295647823,0.3553971531220156,0.185951975987994,0.9585042521260629,0.1557783182857631,0.2740338669334667,0.19,0.3652493246623312
1.65,0.5822795889209424,0.0428656339645385,0.018292196098049024,0.33449462913274824,0.1970095047523762,0.9730615307653827,0.1827788687664726,0.3311173086543272,0.19,0.36528594297148576
1.65,0.5429208414920752,0.0428656339645385,0.017031805902951475,0.37463615444085685,0.17954077038519262,0.9888194097048524,0.17661365768264203,0.32293221610805406,0.19,0.39721710855427717
1.65,0.5147754124190105,0.0428656339645385,0.01829393696848424,0.35622891445722865,0.16596198099049525,0.953951975987994,0.18453791791227467,0.29513321660830416,0.19,0.39556928464232116
1.65,0.5552554916834581,0.0428656339645385,0.01728597298649325,0.3850150893628633,0.17350775387693848,1.0055277638819409,0.15463408243363944,0.3239326163081541,0.19,0.38960050025012505
1.65,0.5363610502539305,0.0428656339645385,0.016258859429714858,0.38841446177634276,0.18461930965482742,1.0302901450725364,0.1645735640147735,0.29088909454727363,0.19,0.35869464732366185
1.65,0.5141026133176623,0.0428656339645385,0.018807493746873436,0.3728641411614899,0.17008604302151076,0.9601550775387694,0.18522104379413956,0.33157203601800905,0.19,0.336247623811906
1.65,0.5287359937719848,0.0428656339645385,0.017999729864932465,0.360568538814862,0.18071135567783891,0.9571035517758879,0.16083344981156325,0.2787024012006003,0.19,0.37033926963481745
1.65,0.6099764852597751,0.0428656339645385,0.015853236618309154,0.3281298467415526,0.16742071035517758,1.021935967983992,0.17493999927207307,0.283643771885943,0.19,0.36034247123561786
1.65,0.5725800685431732,0.0428656339645385,0.015861940970485242,0.37496162626767937,0.16900550275137569,1.0392446223111556,0.1644198606913539,0.3237810405202602,0.19,0.33968974487243625
1.65,0.5604136181271273,0.0428656339645385,0.018179039519759882,0.3387619264177544,0.1696358179089545,0.9732616308154077,0.18621157632284363,0.32268969484742377,0.19,0.38429084542271136
1.65,0.5131494812574191,0.0428656339645385,0.01905295647823912,0.37141759970894545,0.1757408704352176,0.958904452226113,0.1837010887069902,0.3198703851925963,0.19,0.37019279639819913
1.65,0.5243627996132217,0.0428656339645385,0.016708004002001002,0.3810371003683661,0.18213406703351676,1.0155327663831917,0.15682008525560706,0.3076230615307654,0.19,0.3527990995497749
1.65,0.5728604015020683,0.0428656339645385,0.018125072536268133,0.36259369684842424,0.17493046523261632,0.9598549274637318,0.1785264101518637,0.29064657328664334,0.19,0.35287233616808406
1.65,0.5187000738435414,0.0428656339645385,0.018614257128564283,0.3271534312610851,0.17365182591295647,1.0294897448724363,0.17446181115476767,0.30353051525762886,0.19,0.4005493746873437
1.65,0.6164241433143616,0.0428656339645385,0.01733471735867934,0.34881538951293833,0.1796848424212106,0.9934217108554277,0.1545999261395462,0.2760952976488244,0.19,0.3795670835417709
1.65,0.5204381381886908,0.0428656339645385,0.017362571285642822,0.3459223066078494,0.1669704852426213,0.9945222611305653,0.17862887903414343,0.33330000000000004,0.19,0.3500893446723362
1.65,0.6064442899776972,0.0428656339645385,0.016617478739369685,0.39553867843012425,0.18162981490745372,0.9660080040020009,0.186963014792895,0.28522016008004003,0.19,0.35100480240120063
1.65,0.5410145773715886,0.0428656339645385,0.016887313656828416,0.3410040656691983,0.18544772386193098,1.03064032016008,0.18399141720678278,0.3082293646823412,0.19,0.3450726363181591
1.65,0.5872695155892746,0.0428656339645385,0.018379239619809907,0.3805308108599755,0.1649174587293647,1.0253376688344171,0.15904024437166794,0.31920345172586295,0.19,0.36916748374187097
1.65,0.5272782623857305,0.0428656339645385,0.01628671335667834,0.3379301650825413,0.1922911455727864,1.040295147573787,0.18146385144388272,0.2850988994497249,0.19,0.40043951975987996
1.65,0.5619834826969397,0.0428656339645385,0.01842624312156078,0.3441864568647961,0.19333566783391698,1.035392696348174,0.15688839784379355,0.2887367183591796,0.19,0.3534948474237119
1.65,0.5260447973665922,0.0428656339645385,0.018356608304152075,0.32762355723316205,0.17050025012506254,1.0272386193096548,0.16687911386606746,0.3297531265632817,0.19,0.3760517258629315
1.65,0.5710662705651398,0.0428656339645385,0.016781120560280142,0.3523232525353586,0.16335067533766884,1.046448224112056,0.16057727760586393,0.31841525762881445,0.19,0.3763080540270135
1.65,0.5447149724290036,0.0428656339645385,0.01622056028014007,0.35839872663604533,0.18312456228114057,1.0442971485742871,0.1850161060295801,0.30301515757878944,0.19,0.371327963981991
1.65,0.601454363309365,0.0428656339645385,0.018504582291145575,0.391741507117195,0.1781720860430215,1.009879939969985,0.15974044840057944,0.313867983991996,0.19,0.3718040020010005
1.65,0.5102340184849105,0.0428656339645385,0.018010175087543774,0.37973521306107605,0.19533466733366683,0.983016508254127,0.18059286594450497,0.28518984492246124,0.19,0.33694337168584293
1.65,0.5183076077010883,0.0428656339645385,0.01816337168584292,0.3722493610441585,0.18705052526263133,0.9607553776888443,0.1764428762121758,0.32802516258129066,0.19,0.34342481240620315
1.65,0.5299133921993441,0.0428656339645385,0.016136998499249624,0.3389427440993224,0.18708654327163582,0.9884692346173086,0.15726411707881924,0.3068045522761381,0.19,0.3919074537268634
1.65,0.508720220506877,0.0428656339645385,0.018168594297148573,0.39029496566465055,0.17028414207103554,0.9765632816408204,0.16431739180907415,0.27770200100050024,0.19,0.39879169584792395
1.65,0.563441214083194,0.0428656339645385,0.016422501250625315,0.33518173632270687,0.16666433216608303,1.0184842421210605,0.1628828274571579,0.30262106053026516,0.19,0.37125472736368187
1.65,0.5074306888959598,0.0428656339645385,0.01616833416708354,0.34657325026149444,0.19456028014007004,1.0117308654327164,0.17722847097632044,0.28061225612806406,0.19,0.33097458729364687
1.65,0.534006253399212,0.0428656339645385,0.019014657328664333,0.3671864659602529,0.18416908454227116,0.9915207603801901,0.16245587378099235,0.3220530765382692,0.19,0.3562046023011506
1.65,0.5563207569272594,0.0428656339645385,0.01646950475237619,0.36103866478693897,0.19430815407703853,0.9613556778389194,0.17423979524316158,0.331147623811906,0.19,0.3879892946473237
1.65,0.6083505540981836,0.0428656339645385,0.016380720360180092,0.34888771658556555,0.18195397698849425,1.0080790395197599,0.1686210848648229,0.3187790395197599,0.19,0.36158749374687343
1.65,0.5055244247754733,0.0428656339645385,0.01871000500250125,0.3933688662513075,0.1969734867433717,1.0263881940970485,0.18330829132491788,0.3006808904452226,0.19,0.3753193596798399
1.65,0.5941096397863143,0.0428656339645385,0.017386943471735868,0.3356880258310974,0.18081940970485244,0.9944222111055527,0.15705917931425978,0.29737653826913457,0.19,0.34060520260130067
1.65,0.5475743686097333,0.0428656339645385,0.016488654327163583,0.3265748146800673,0.16920360180090047,1.042096048024012,0.1840084953538294,0.3267822411205603,0.19,0.3833021510755378
1.65,0.5819431893702685,0.0428656339645385,0.018804012006003002,0.33492859156851157,0.18894147073536768,0.9710605302651325,0.17838978497549074,0.3087750375187594,0.19,0.3621367683841921
1.65,0.521335203657155,0.0428656339645385,0.018541140570285143,0.38776351812269777,0.16614207103551776,1.0422961480740371,0.18636527964626323,0.3127463231615808,0.19,0.3726828414207104
1.65,0.5179712081504142,0.0428656339645385,0.01893805902951476,0.39250094137978087,0.16480940470235117,1.0307403701850926,0.18390602647154966,0.31826368184092046,0.19,0.38802591295647826
1.65,0.5798126588826659,0.0428656339645385,0.01716063031515758,0.39206697894401754,0.18460130065032518,0.9642071035517759,0.16944083592306078,0.2772775887943972,0.19,0.378175587793897
1.65,0.5232975343694205,0.0428656339645385,0.018946763381690847,0.34190815407703856,0.17822611305652827,0.9643071535767883,0.1569396322849334,0.2738216608304152,0.19,0.3486246123061531
1.65,0.6084626872817417,0.0428656339645385,0.017003951975987995,0.37760156441857295,0.18452926463231617,1.0019259629814907,0.17967064600398738,0.3128978989494748,0.19,0.35528914457228616
1.65,0.6045380258572107,0.0428656339645385,0.01707184592296148,0.33539871754058853,0.1746063031515758,1.0186343171585792,0.1820786647375611,0.2910406703351676,0.19,0.3322196098049025
1.65,0.5096172859753413,0.0428656339645385,0.01785349674837419,0.34281224248487885,0.18033316658329165,1.0496998499249626,0.1645906421618201,0.278884292146073,0.19,0.3471964982491246
1.65,0.6126676816651677,0.0428656339645385,0.01764807403701851,0.33897890763563604,0.174120060030015,1.020935467733867,0.16348056260378968,0.2747311155577789,0.19,0.37447713856928466
1.65,0.5807097243511301,0.0428656339645385,0.017580180090045024,0.35651822274773753,0.18132366183091547,1.0312406203101552,0.15892069734234157,0.2884941970985493,0.19,0.3871470735367684
1.65,0.5856996510194623,0.0428656339645385,0.019086033016508255,0.385232070580745,0.17222911455727866,1.0357928964482241,0.16532500248482485,0.2820976988494247,0.19,0.35001610805402705
1.65,0.5915305765644797,0.0428656339645385,0.018619479739869934,0.3852682341170586,0.17936068034017008,0.9967733866933467,0.17271984015601222,0.33323936968484247,0.19,0.39106523261630816
1.65,0.5426405085331801,0.0428656339645385,0.018161630815407705,0.3352902269316477,0.18814907453726865,1.0111805902951476,0.17253198053849936,0.3267519259629815,0.19,0.3763446723361681
1.65,0.5354639847854664,0.0428656339645385,0.018788344172086045,0.35203394424484974,0.18627613806903454,1.0167333666833418,0.16587150319031677,0.2916772886443222,0.19,0.3499062531265633
1.65,0.5351836518265713,0.0428656339645385,0.017054437218609306,0.3551801719041339,0.17656928464232116,0.9826163081540771,0.17102910359839663,0.32217433716858435,0.19,0.3451092546273137
1.65,0.563609413858531,0.0428656339645385,0.01702310155077539,0.3515999818090864,0.1730215107553777,1.0449974987493746,0.18716795255745447,0.31068489244622316,0.19,0.3405685842921461
1.65,0.5739256667458695,0.0428656339645385,0.01762544272136068,0.3418719905407249,0.1733816908454227,0.9625062531265632,0.1768015173001549,0.3291165082541271,0.19,0.3723166583291646
1.65,0.5049076922659042,0.0428656339645385,0.018983321660830416,0.3596644504070217,0.17990095047523763,1.0294397198599299,0.16074805907633014,0.2735791395697849,0.19,0.34913726863431715
1.65,0.5567132230697124,0.0428656339645385,0.016859459729864933,0.3742383555414071,0.17100450225112557,1.0014757378689345,0.1556075368152969,0.2781264132066033,0.19,0.3945073536768384
1.65,0.5490881665877666,0.0428656339645385,0.01694998499249625,0.33908739824457684,0.16353076538269135,1.0123811905952977,0.18503318417662673,0.2827949474737369,0.19,0.3591340670335168
1.65,0.5469015695083851,0.0428656339645385,0.016251895947973986,0.34914086133976086,0.17165282641320662,1.043246623311656,0.1871850307045011,0.2830374687343672,0.19,0.3494302151075538
1.65,0.5966887030081489,0.0428656339645385,0.018765712856428213,0.3944537723407159,0.1627383691845923,1.011480740370185,0.16554701839643093,0.28952491245622813,0.19,0.399743771885943
1.65,0.6042576928983157,0.0428656339645385,0.016278009004502252,0.337026076674701,0.18596998499249626,0.9941220610305153,0.15772522704907804,0.3271763381690846,0.19,0.37096178089044524
1.65,0.6023514287778292,0.0428656339645385,0.016829864932466233,0.3824474782845969,0.16967183591795898,0.9892696348174087,0.16260957710441196,0.29398124062031017,0.19,0.36660420210105055
1.65,0.5640018800009842,0.0428656339645385,0.018306123061530767,0.3770952749101824,0.16862731365682843,1.0260380190095049,0.18641651408740312,0.3151109054527264,0.19,0.33467303651825914
1.65,0.5498730988726728,0.0428656339645385,0.016471245622811406,0.3546738823957434,0.1929574787393697,1.0325412706353176,0.18148092959092932,0.29549699849924965,0.19,0.40010995497748875
1.65,0.5348472522758972,0.0428656339645385,0.018182521260630316,0.34310155077538773,0.16781690845422711,1.041295647823912,0.157229960784726,0.2831890445222611,0.19,0.341703751875938
1.65,0.5360246507032566,0.0428656339645385,0.015872386193096548,0.3830622584019283,0.17700150075037518,0.9853176588294147,0.17654534509445555,0.3010143571785893,0.19,0.37660100050025014
1.65,0.5419677094318319,0.0428656339645385,0.016199669834917458,0.3811455909773069,0.18910355177588795,1.0279889944972487,0.17024350883425202,0.33193581790895454,0.19,0.37594187093546777
1.65,0.5945021059287674,0.0428656339645385,0.017601070535267636,0.38740188275956167,0.17669534767383693,0.9725612806403201,0.15393387840472794,0.3322995997999,0.19,0.3409347673836919
1.65,0.5095051527917832,0.0428656339645385,0.017792566283141572,0.3512745099822639,0.181647823911956,1.0242371185592796,0.1835473853835706,0.3117459229614808,0.19,0.3783586793396698
1.65,0.5190364733942155,0.0428656339645385,0.01872567283641821,0.3741660284687799,0.17226513256628315,1.014032016008004,0.17891920753393603,0.2964064532266133,0.19,0.32987603801900955
1.65,0.5528446282369605,0.0428656339645385,0.017252896448224114,0.3489600436581928,0.17896448224112058,1.0151325662831416,0.16708405163062692,0.31832431215607804,0.19,0.34064182091045525
1.65,0.596744769599928,0.0428656339645385,0.01898854427213607,0.36989873118377375,0.19744172086043021,0.9726613306653327,0.16754516160088573,0.31038174087043524,0.19,0.3309379689844923
1.65,0.5726361351349522,0.0428656339645385,0.01702136068034017,0.3322524898813043,0.19747773886943473,0.9888694347173587,0.15389972211063468,0.29855882941470735,0.19,0.3518470235117559
1.65,0.5896243124439933,0.0428656339645385,0.016453836918459232,0.35416759288735283,0.17638919459729865,1.0053776888444221,0.15704210116721315,0.27915712856428215,0.19,0.35924392196098054
1.65,0.5152800117450216,0.0428656339645385,0.018314827413706852,0.38074779207785714,0.17294947473736869,0.9979239619809905,0.1814467732968361,0.29461785892946474,0.19,0.3660549274637319
1.65,0.5934368406849662,0.0428656339645385,0.015915907953976988,0.38743804629587525,0.18134167083541772,1.00967983991996,0.1831716661485449,0.2986194597298649,0.19,0.33178019009504756
1.65,0.5961280370903588,0.0428656339645385,0.016415537768884443,0.3611109918595662,0.19529864932466234,0.9873186593296648,0.17128527580409594,0.29143476738369184,0.19,0.37901780890445225
1.65,0.5751591317650078,0.0428656339645385,0.01678286143071536,0.3966959115921598,0.18955377688844424,0.9572536268134066,0.1583912747838963,0.28537173586793396,0.19,0.33965312656328167
1.65,0.5102900850766894,0.0428656339645385,0.018483691845922964,0.38295376779298745,0.19355177588794398,1.008529264632316,0.18581877894077134,0.32314442221110556,0.19,0.34159389694847425
1.65,0.5643382795516583,0.0428656339645385,0.018024102051025514,0.3454521806357725,0.17109454727363682,1.013631815907954,0.16177274789912746,0.3121703351675838,0.19,0.372975787893947
1.65,0.5723558021760571,0.0428656339645385,0.016883831915957978,0.38393018327345496,0.17523661830915457,0.9882691345672836,0.18026838115061916,0.3008627813906954,0.19,0.36740980490245123
1.65,0.5446028392454455,0.0428656339645385,0.017345162581290645,0.3537697939879031,0.19311955977988995,0.9977238619309655,0.16546162766119782,0.30738054027013506,0.19,0.3305717858929465
1.65,0.5188682736188784,0.0428656339645385,0.018189484742371184,0.33709840374732825,0.190112056028014,0.9711105552776388,0.16903096039394183,0.30774432216108055,0.19,0.3366138069034518
1.65,0.6036970269805255,0.0428656339645385,0.017040510255127563,0.3688861521669926,0.17966683341670836,1.0208354177088546,0.18496487158844022,0.2941025012506253,0.19,0.36448034017008507
1.65,0.5491442331795456,0.0428656339645385,0.017348644322161082,0.33811098276410934,0.17680340170085043,0.9954227113556778,0.17608423512419674,0.3316629814907454,0.19,0.35495957978989495
1.65,0.5642822129598792,0.0428656339645385,0.018906723361680842,0.37492546273136573,0.18924762381190596,1.0038269134567284,0.1854942941468855,0.32893461730865436,0.19,0.33368434217108556
1.65,0.584578319183882,0.0428656339645385,0.01895024512256128,0.36158111783164315,0.19103051525762882,1.0494997498749374,0.17287354347943182,0.3260243621810906,0.19,0.3968509254627314
1.65,0.5110750173615957,0.0428656339645385,0.01874830415207604,0.3512383464459503,0.16869934967483743,0.9786143071535768,0.15997954245923215,0.3149593296648324,0.19,0.3539342671335668
1.65,0.512420615564292,0.0428656339645385,0.015961170585292648,0.378433325753786,0.18939169584792398,0.9789144572286143,0.16858692857072965,0.3313598299149575,0.19,0.36978999499749876
1.65,0.5871573824057166,0.0428656339645385,0.017235487743871937,0.3945984264859703,0.16281040520260132,0.9741620810405203,0.1571445700494929,0.2927383191595798,0.19,0.3491006503251626
1.65,0.5841858530414289,0.0428656339645385,0.017346903451725862,0.37105596434580934,0.19362381190595299,0.9522011005502751,0.16037233984130445,0.3041974487243622,0.19,0.3714012006003002
1.65,0.5731968010527423,0.0428656339645385,0.018750045022511257,0.347079539769885,0.16304452226113056,0.9609554777388694,0.16192645122254706,0.29322336168084046,0.19,0.39304262131065537
1.65,0.5538538268889828,0.0428656339645385,0.0181511855927964,0.3809286097594252,0.1833406703351676,0.9673086543271635,0.16544454951415122,0.28343156578289147,0.19,0.3316703351675838
1.65,0.5650671452447854,0.0428656339645385,0.01908429214607304,0.3619789167310929,0.19329964982491246,1.025087543771886,0.16927005445259455,0.33302716358179096,0.19,0.3839246623311656
1.65,0.5765047299677041,0.0428656339645385,0.01862296148074037,0.3769144572286144,0.19216508254127065,1.0415957978989496,0.16484681436751944,0.31489869934967485,0.19,0.3736349174587294
1.65,0.5200456720462378,0.0428656339645385,0.019131295647823912,0.3932242121060531,0.18470935467733868,0.9929714857428714,0.18737289032201393,0.3003171085542772,0.19,0.3489541770885443
1.65,0.5206063379640279,0.0428656339645385,0.0164903951975988,0.39080125517304115,0.1633326663331666,0.9784142071035518,0.18096858517953066,0.30434902451225615,0.19,0.37411095547773887
1.65,0.5768411295183782,0.0428656339645385,0.016727153576788396,0.3289254445404521,0.16693446723361682,0.9833666833416708,0.17242951165621964,0.3136254627313657,0.19,0.33533216608304156
1.65,0.5781306611292955,0.0428656339645385,0.01908951475737869,0.33547104461321575,0.1769294647323662,1.0179339669834917,0.16237048304575924,0.28664497248624315,0.19,0.3411178589294648
1.65,0.5902410449535623,0.0428656339645385,0.018932836418209104,0.3818326981672655,0.1748224112056028,1.0396448224112056,0.17413732636088183,0.2978615807903952,0.19,0.3622100050025013
1.65,0.559292286291547,0.0428656339645385,0.016664482241120562,0.35069589340124613,0.17561480740370186,1.0223861930965483,0.17663073582968866,0.2752767883941971,0.19,0.3564975487743872
1.65,0.5698328055460016,0.0428656339645385,0.018260860430215107,0.38599150484333083,0.18054927463731868,1.0008254127063532,0.1658373468962235,0.2794905952976488,0.19,0.34664722361180594
1.65,0.5620395492887187,0.0428656339645385,0.018600330165082543,0.38002452135158493,0.18235017508754378,0.9779639819909954,0.16143118495819503,0.32781295647823916,0.19,0.38824562281140573
1.65,0.5929322413589551,0.0428656339645385,0.018046733366683342,0.3887760971394789,0.16905952976488245,0.9906203101550776,0.17249782424440613,0.2972552776388194,0.19,0.3563144572286143
1.65,0.6100886184433331,0.0428656339645385,0.016253636818409203,0.34541601709945885,0.1816838419209605,0.983216608304152,0.16769886492430533,0.3061982491245623,0.19,0.3670070035017509
1.65,0.5791398597813178,0.0428656339645385,0.016946503251625812,0.3515276547364592,0.1813776888444222,0.9899199599799899,0.1874070466161072,0.3150805902951476,0.19,0.3452191095547774
1.65,0.5920351758904908,0.0428656339645385,0.01834790395197599,0.3525763972895539,0.17694747373686845,1.0010755377688845,0.15745197669633207,0.3168691845922962,0.19,0.37011955977989
1.65,0.520886670922923,0.0428656339645385,0.01751750875437719,0.3432823684569558,0.19337168584292147,1.0404452226113057,0.17512785888958593,0.3031364182091046,0.19,0.3607086543271636
1.65,0.5295209260568909,0.0428656339645385,0.016246673336668335,0.326791795897949,0.17395797898949475,0.9686593296648324,0.17948278638647455,0.3239932466233117,0.19,0.37678409204602303
